"islandID","Island.or.Tract","Year","GF_Year","SLR_Condition","SR_Curve","PGAR_Curve","LF_Curve","SF_Curve","DD_Curve","Discount_Rate","C4CCA_RCP","C4CCA_Percentile","Levee_Fragility_Description","C4CCA_SLR","hydrologicFailure","seismicFailure","leveeFailure"
34,"CENTRAL STOCKTON","2050","2050","high","4","4","5","0","0","0.07",NA,NA,NA,"0",0.0321933262694727,0.00766677047789829,0.0396132779039429
34,"CENTRAL STOCKTON","2012","2010","baseline","0","4","6","0","0","0.07",NA,NA,NA,"0",0.00840386377555732,0.00766677047789829,0.0160062037587609
34,"CENTRAL STOCKTON","2030","2030","nominal","1","4","6","0","0","0.07",NA,NA,NA,"0",0.0206436897247427,0.00766677047789829,0.0281521897717045
34,"CENTRAL STOCKTON","2050","2050","nominal","2","4","6","0","0","0.07",NA,NA,NA,"0",0.022271639799804,0.00766677047789829,0.0297676587271908
34,"CENTRAL STOCKTON","2030","2030","high","3","4","6","0","0","0.07",NA,NA,NA,"0",0.0224875795850403,0.00766677047789829,0.0299819429516566
34,"CENTRAL STOCKTON","2050","2050","high","4","4","6","0","0","0.07",NA,NA,NA,"0",0.0275158091621737,0.00766677047789829,0.034971622246712
35,"DLIS-14 (NORTH STOCKTON)","2012","2010","baseline","0","4","4","0","0","0",NA,NA,NA,"0",0.000227181551356078,0.00748960923888806,0.00771508928919819
35,"DLIS-14 (NORTH STOCKTON)","2030","2030","nominal","1","4","4","0","0","0",NA,NA,NA,"0",0.000279887530742112,0.00748960923888806,0.00776740052139407
35,"DLIS-14 (NORTH STOCKTON)","2050","2050","nominal","2","4","4","0","0","0",NA,NA,NA,"0",0.000365796093777183,0.00748960923888806,0.00785266566286174
35,"DLIS-14 (NORTH STOCKTON)","2030","2030","high","3","4","4","0","0","0",NA,NA,NA,"0",0.00037647794889948,0.00748960923888806,0.00786326751506322
35,"DLIS-14 (NORTH STOCKTON)","2050","2050","high","4","4","4","0","0","0",NA,NA,NA,"0",0.000714459055257776,0.00748960923888806,0.00819871727500476
35,"DLIS-14 (NORTH STOCKTON)","2012","2010","baseline","0","4","5","0","0","0",NA,NA,NA,"0",0.000227181551356078,0.00748960923888806,0.00771508928919819
35,"DLIS-14 (NORTH STOCKTON)","2030","2030","nominal","1","4","5","0","0","0",NA,NA,NA,"0",0.000279887530742112,0.00748960923888806,0.00776740052139407
35,"DLIS-14 (NORTH STOCKTON)","2050","2050","nominal","2","4","5","0","0","0",NA,NA,NA,"0",0.000365796093777183,0.00748960923888806,0.00785266566286174
35,"DLIS-14 (NORTH STOCKTON)","2030","2030","high","3","4","5","0","0","0",NA,NA,NA,"0",0.00037647794889948,0.00748960923888806,0.00786326751506322
35,"DLIS-14 (NORTH STOCKTON)","2050","2050","high","4","4","5","0","0","0",NA,NA,NA,"0",0.000714459055257776,0.00748960923888806,0.00819871727500476
35,"DLIS-14 (NORTH STOCKTON)","2012","2010","baseline","0","4","6","0","0","0",NA,NA,NA,"0",0.000438147887092025,0.00748960923888806,0.00792447556951691
35,"DLIS-14 (NORTH STOCKTON)","2030","2030","nominal","1","4","6","0","0","0",NA,NA,NA,"0",0.000540084255187038,0.00748960923888806,0.00802564847404767
35,"DLIS-14 (NORTH STOCKTON)","2050","2050","nominal","2","4","6","0","0","0",NA,NA,NA,"0",0.000695158755998107,0.00748960923888806,0.00817956152744474
35,"DLIS-14 (NORTH STOCKTON)","2030","2030","high","3","4","6","0","0","0",NA,NA,NA,"0",0.000713247940715653,0.00748960923888806,0.00819751523123731
35,"DLIS-14 (NORTH STOCKTON)","2050","2050","high","4","4","6","0","0","0",NA,NA,NA,"0",0.00126040009614046,0.00748960923888806,0.00874056943082376
35,"DLIS-14 (NORTH STOCKTON)","2012","2010","baseline","0","4","4","0","0","0.07",NA,NA,NA,"0",0.000227181551356078,0.00748960923888806,0.00771508928919819
35,"DLIS-14 (NORTH STOCKTON)","2030","2030","nominal","1","4","4","0","0","0.07",NA,NA,NA,"0",0.000279887530742112,0.00748960923888806,0.00776740052139407
35,"DLIS-14 (NORTH STOCKTON)","2050","2050","nominal","2","4","4","0","0","0.07",NA,NA,NA,"0",0.000365796093777183,0.00748960923888806,0.00785266566286174
35,"DLIS-14 (NORTH STOCKTON)","2030","2030","high","3","4","4","0","0","0.07",NA,NA,NA,"0",0.00037647794889948,0.00748960923888806,0.00786326751506322
35,"DLIS-14 (NORTH STOCKTON)","2050","2050","high","4","4","4","0","0","0.07",NA,NA,NA,"0",0.000714459055257776,0.00748960923888806,0.00819871727500476
35,"DLIS-14 (NORTH STOCKTON)","2012","2010","baseline","0","4","5","0","0","0.07",NA,NA,NA,"0",0.000227181551356078,0.00748960923888806,0.00771508928919819
35,"DLIS-14 (NORTH STOCKTON)","2030","2030","nominal","1","4","5","0","0","0.07",NA,NA,NA,"0",0.000279887530742112,0.00748960923888806,0.00776740052139407
35,"DLIS-14 (NORTH STOCKTON)","2050","2050","nominal","2","4","5","0","0","0.07",NA,NA,NA,"0",0.000365796093777183,0.00748960923888806,0.00785266566286174
35,"DLIS-14 (NORTH STOCKTON)","2030","2030","high","3","4","5","0","0","0.07",NA,NA,NA,"0",0.00037647794889948,0.00748960923888806,0.00786326751506322
35,"DLIS-14 (NORTH STOCKTON)","2050","2050","high","4","4","5","0","0","0.07",NA,NA,NA,"0",0.000714459055257776,0.00748960923888806,0.00819871727500476
35,"DLIS-14 (NORTH STOCKTON)","2012","2010","baseline","0","4","6","0","0","0.07",NA,NA,NA,"0",0.000438147887092025,0.00748960923888806,0.00792447556951691
35,"DLIS-14 (NORTH STOCKTON)","2030","2030","nominal","1","4","6","0","0","0.07",NA,NA,NA,"0",0.000540084255187038,0.00748960923888806,0.00802564847404767
35,"DLIS-14 (NORTH STOCKTON)","2050","2050","nominal","2","4","6","0","0","0.07",NA,NA,NA,"0",0.000695158755998107,0.00748960923888806,0.00817956152744474
35,"DLIS-14 (NORTH STOCKTON)","2030","2030","high","3","4","6","0","0","0.07",NA,NA,NA,"0",0.000713247940715653,0.00748960923888806,0.00819751523123731
35,"DLIS-14 (NORTH STOCKTON)","2050","2050","high","4","4","6","0","0","0.07",NA,NA,NA,"0",0.00126040009614046,0.00748960923888806,0.00874056943082376
36,"DLIS-15","2012","2010","baseline","0","4","4","0","0","0",NA,NA,NA,"0",0.00966124399110624,0.00764305188517026,0.0172304544871772
36,"DLIS-15","2030","2030","nominal","1","4","4","0","0","0",NA,NA,NA,"0",0.0106429543389524,0.00764305188517026,0.0182046615718985
36,"DLIS-15","2050","2050","nominal","2","4","4","0","0","0",NA,NA,NA,"0",0.0122734603058204,0.00764305188517026,0.0198227054970627
36,"DLIS-15","2030","2030","high","3","4","4","0","0","0",NA,NA,NA,"0",0.0124550996910614,0.00764305188517026,0.0200029566030579
36,"DLIS-15","2050","2050","high","4","4","4","0","0","0",NA,NA,NA,"0",0.0168646845741295,0.00764305188517026,0.0243788388000727
36,"DLIS-15","2012","2010","baseline","0","4","5","0","0","0",NA,NA,NA,"0",0.00966124399110624,0.00764305188517026,0.0172304544871772
36,"DLIS-15","2030","2030","nominal","1","4","5","0","0","0",NA,NA,NA,"0",0.0106429543389524,0.00764305188517026,0.0182046615718985
36,"DLIS-15","2050","2050","nominal","2","4","5","0","0","0",NA,NA,NA,"0",0.0122734603058204,0.00764305188517026,0.0198227054970627
36,"DLIS-15","2030","2030","high","3","4","5","0","0","0",NA,NA,NA,"0",0.0124550996910614,0.00764305188517026,0.0200029566030579
36,"DLIS-15","2050","2050","high","4","4","5","0","0","0",NA,NA,NA,"0",0.0168646845741295,0.00764305188517026,0.0243788388000727
36,"DLIS-15","2012","2010","baseline","0","4","6","0","0","0",NA,NA,NA,"0",0.00966124399110624,0.00764305188517026,0.0172304544871772
36,"DLIS-15","2030","2030","nominal","1","4","6","0","0","0",NA,NA,NA,"0",0.0106429543389524,0.00764305188517026,0.0182046615718985
36,"DLIS-15","2050","2050","nominal","2","4","6","0","0","0",NA,NA,NA,"0",0.0122734603058204,0.00764305188517026,0.0198227054970627
36,"DLIS-15","2030","2030","high","3","4","6","0","0","0",NA,NA,NA,"0",0.0124550996910614,0.00764305188517026,0.0200029566030579
36,"DLIS-15","2050","2050","high","4","4","6","0","0","0",NA,NA,NA,"0",0.0168646845741295,0.00764305188517026,0.0243788388000727
36,"DLIS-15","2012","2010","baseline","0","4","4","0","0","0.07",NA,NA,NA,"0",0.00966124399110624,0.00764305188517026,0.0172304544871772
36,"DLIS-15","2030","2030","nominal","1","4","4","0","0","0.07",NA,NA,NA,"0",0.0106429543389524,0.00764305188517026,0.0182046615718985
36,"DLIS-15","2050","2050","nominal","2","4","4","0","0","0.07",NA,NA,NA,"0",0.0122734603058204,0.00764305188517026,0.0198227054970627
36,"DLIS-15","2030","2030","high","3","4","4","0","0","0.07",NA,NA,NA,"0",0.0124550996910614,0.00764305188517026,0.0200029566030579
36,"DLIS-15","2050","2050","high","4","4","4","0","0","0.07",NA,NA,NA,"0",0.0168646845741295,0.00764305188517026,0.0243788388000727
36,"DLIS-15","2012","2010","baseline","0","4","5","0","0","0.07",NA,NA,NA,"0",0.00966124399110624,0.00764305188517026,0.0172304544871772
36,"DLIS-15","2030","2030","nominal","1","4","5","0","0","0.07",NA,NA,NA,"0",0.0106429543389524,0.00764305188517026,0.0182046615718985
36,"DLIS-15","2050","2050","nominal","2","4","5","0","0","0.07",NA,NA,NA,"0",0.0122734603058204,0.00764305188517026,0.0198227054970627
36,"DLIS-15","2030","2030","high","3","4","5","0","0","0.07",NA,NA,NA,"0",0.0124550996910614,0.00764305188517026,0.0200029566030579
36,"DLIS-15","2050","2050","high","4","4","5","0","0","0.07",NA,NA,NA,"0",0.0168646845741295,0.00764305188517026,0.0243788388000727
36,"DLIS-15","2012","2010","baseline","0","4","6","0","0","0.07",NA,NA,NA,"0",0.00966124399110624,0.00764305188517026,0.0172304544871772
36,"DLIS-15","2030","2030","nominal","1","4","6","0","0","0.07",NA,NA,NA,"0",0.0106429543389524,0.00764305188517026,0.0182046615718985
36,"DLIS-15","2050","2050","nominal","2","4","6","0","0","0.07",NA,NA,NA,"0",0.0122734603058204,0.00764305188517026,0.0198227054970627
36,"DLIS-15","2030","2030","high","3","4","6","0","0","0.07",NA,NA,NA,"0",0.0124550996910614,0.00764305188517026,0.0200029566030579
36,"DLIS-15","2050","2050","high","4","4","6","0","0","0.07",NA,NA,NA,"0",0.0168646845741295,0.00764305188517026,0.0243788388000727
38,"DLIS-17","2012","2010","baseline","0","4","4","0","0","0",NA,NA,NA,"0",0.00278182878603646,0.0071140876834399,0.00987612629557218
38,"DLIS-17","2030","2030","nominal","1","4","4","0","0","0",NA,NA,NA,"0",0.00325612043422173,0.0071140876834399,0.0103470437913847
38,"DLIS-17","2050","2050","nominal","2","4","4","0","0","0",NA,NA,NA,"0",0.00399598737421386,0.0071140876834399,0.0110816472530917
38,"DLIS-17","2030","2030","high","3","4","4","0","0","0",NA,NA,NA,"0",0.00410322669105198,0.0071140876834399,0.0111881236600267
38,"DLIS-17","2050","2050","high","4","4","4","0","0","0",NA,NA,NA,"0",0.00659705554584868,0.0071140876834399,0.0136642111976829
38,"DLIS-17","2012","2010","baseline","0","4","5","0","0","0",NA,NA,NA,"0",0.00278182878603646,0.0071140876834399,0.00987612629557218
38,"DLIS-17","2030","2030","nominal","1","4","5","0","0","0",NA,NA,NA,"0",0.00325612043422173,0.0071140876834399,0.0103470437913847
38,"DLIS-17","2050","2050","nominal","2","4","5","0","0","0",NA,NA,NA,"0",0.00399598737421386,0.0071140876834399,0.0110816472530917
38,"DLIS-17","2030","2030","high","3","4","5","0","0","0",NA,NA,NA,"0",0.00410322669105198,0.0071140876834399,0.0111881236600267
38,"DLIS-17","2050","2050","high","4","4","5","0","0","0",NA,NA,NA,"0",0.00659705554584868,0.0071140876834399,0.0136642111976829
38,"DLIS-17","2012","2010","baseline","0","4","6","0","0","0",NA,NA,NA,"0",0.00278182878603646,0.0071140876834399,0.00987612629557218
38,"DLIS-17","2030","2030","nominal","1","4","6","0","0","0",NA,NA,NA,"0",0.00325612043422173,0.0071140876834399,0.0103470437913847
38,"DLIS-17","2050","2050","nominal","2","4","6","0","0","0",NA,NA,NA,"0",0.00399598737421386,0.0071140876834399,0.0110816472530917
38,"DLIS-17","2030","2030","high","3","4","6","0","0","0",NA,NA,NA,"0",0.00410322669105198,0.0071140876834399,0.0111881236600267
38,"DLIS-17","2050","2050","high","4","4","6","0","0","0",NA,NA,NA,"0",0.00659705554584868,0.0071140876834399,0.0136642111976829
38,"DLIS-17","2012","2010","baseline","0","4","4","0","0","0.07",NA,NA,NA,"0",0.00278182878603646,0.0071140876834399,0.00987612629557218
38,"DLIS-17","2030","2030","nominal","1","4","4","0","0","0.07",NA,NA,NA,"0",0.00325612043422173,0.0071140876834399,0.0103470437913847
38,"DLIS-17","2050","2050","nominal","2","4","4","0","0","0.07",NA,NA,NA,"0",0.00399598737421386,0.0071140876834399,0.0110816472530917
38,"DLIS-17","2030","2030","high","3","4","4","0","0","0.07",NA,NA,NA,"0",0.00410322669105198,0.0071140876834399,0.0111881236600267
38,"DLIS-17","2050","2050","high","4","4","4","0","0","0.07",NA,NA,NA,"0",0.00659705554584868,0.0071140876834399,0.0136642111976829
38,"DLIS-17","2012","2010","baseline","0","4","5","0","0","0.07",NA,NA,NA,"0",0.00278182878603646,0.0071140876834399,0.00987612629557218
38,"DLIS-17","2030","2030","nominal","1","4","5","0","0","0.07",NA,NA,NA,"0",0.00325612043422173,0.0071140876834399,0.0103470437913847
38,"DLIS-17","2050","2050","nominal","2","4","5","0","0","0.07",NA,NA,NA,"0",0.00399598737421386,0.0071140876834399,0.0110816472530917
38,"DLIS-17","2030","2030","high","3","4","5","0","0","0.07",NA,NA,NA,"0",0.00410322669105198,0.0071140876834399,0.0111881236600267
38,"DLIS-17","2050","2050","high","4","4","5","0","0","0.07",NA,NA,NA,"0",0.00659705554584868,0.0071140876834399,0.0136642111976829
38,"DLIS-17","2012","2010","baseline","0","4","6","0","0","0.07",NA,NA,NA,"0",0.00278182878603646,0.0071140876834399,0.00987612629557218
38,"DLIS-17","2030","2030","nominal","1","4","6","0","0","0.07",NA,NA,NA,"0",0.00325612043422173,0.0071140876834399,0.0103470437913847
38,"DLIS-17","2050","2050","nominal","2","4","6","0","0","0.07",NA,NA,NA,"0",0.00399598737421386,0.0071140876834399,0.0110816472530917
38,"DLIS-17","2030","2030","high","3","4","6","0","0","0.07",NA,NA,NA,"0",0.00410322669105198,0.0071140876834399,0.0111881236600267
38,"DLIS-17","2050","2050","high","4","4","6","0","0","0.07",NA,NA,NA,"0",0.00659705554584868,0.0071140876834399,0.0136642111976829
39,"DLIS-18","2012","2010","baseline","0","4","4","0","0","0",NA,NA,NA,"0",0.00420543044884832,0.00737904163608205,0.0115534400385507
39,"DLIS-18","2030","2030","nominal","1","4","4","0","0","0",NA,NA,NA,"0",0.00454964625089828,0.00737904163608205,0.0118951158578655
39,"DLIS-18","2050","2050","nominal","2","4","4","0","0","0",NA,NA,NA,"0",0.00510070752669992,0.00737904163608205,0.012442110829569
39,"DLIS-18","2030","2030","high","3","4","4","0","0","0",NA,NA,NA,"0",0.00516522065480462,0.00737904163608205,0.0125061479126153
39,"DLIS-18","2050","2050","high","4","4","4","0","0","0",NA,NA,NA,"0",0.00663037140044768,0.00737904163608205,0.0139604872499031
39,"DLIS-18","2012","2010","baseline","0","4","5","0","0","0",NA,NA,NA,"0",0.00420543044884832,0.00737904163608205,0.0115534400385507
39,"DLIS-18","2030","2030","nominal","1","4","5","0","0","0",NA,NA,NA,"0",0.00454964625089828,0.00737904163608205,0.0118951158578655
39,"DLIS-18","2050","2050","nominal","2","4","5","0","0","0",NA,NA,NA,"0",0.00510070752669992,0.00737904163608205,0.012442110829569
39,"DLIS-18","2030","2030","high","3","4","5","0","0","0",NA,NA,NA,"0",0.00516522065480462,0.00737904163608205,0.0125061479126153
39,"DLIS-18","2050","2050","high","4","4","5","0","0","0",NA,NA,NA,"0",0.00663037140044768,0.00737904163608205,0.0139604872499031
39,"DLIS-18","2012","2010","baseline","0","4","6","0","0","0",NA,NA,NA,"0",0.00420543044884832,0.00737904163608205,0.0115534400385507
39,"DLIS-18","2030","2030","nominal","1","4","6","0","0","0",NA,NA,NA,"0",0.00454964625089828,0.00737904163608205,0.0118951158578655
39,"DLIS-18","2050","2050","nominal","2","4","6","0","0","0",NA,NA,NA,"0",0.00510070752669992,0.00737904163608205,0.012442110829569
39,"DLIS-18","2030","2030","high","3","4","6","0","0","0",NA,NA,NA,"0",0.00516522065480462,0.00737904163608205,0.0125061479126153
39,"DLIS-18","2050","2050","high","4","4","6","0","0","0",NA,NA,NA,"0",0.00663037140044768,0.00737904163608205,0.0139604872499031
39,"DLIS-18","2012","2010","baseline","0","4","4","0","0","0.07",NA,NA,NA,"0",0.00420543044884832,0.00737904163608205,0.0115534400385507
39,"DLIS-18","2030","2030","nominal","1","4","4","0","0","0.07",NA,NA,NA,"0",0.00454964625089828,0.00737904163608205,0.0118951158578655
39,"DLIS-18","2050","2050","nominal","2","4","4","0","0","0.07",NA,NA,NA,"0",0.00510070752669992,0.00737904163608205,0.012442110829569
39,"DLIS-18","2030","2030","high","3","4","4","0","0","0.07",NA,NA,NA,"0",0.00516522065480462,0.00737904163608205,0.0125061479126153
39,"DLIS-18","2050","2050","high","4","4","4","0","0","0.07",NA,NA,NA,"0",0.00663037140044768,0.00737904163608205,0.0139604872499031
39,"DLIS-18","2012","2010","baseline","0","4","5","0","0","0.07",NA,NA,NA,"0",0.00420543044884832,0.00737904163608205,0.0115534400385507
39,"DLIS-18","2030","2030","nominal","1","4","5","0","0","0.07",NA,NA,NA,"0",0.00454964625089828,0.00737904163608205,0.0118951158578655
39,"DLIS-18","2050","2050","nominal","2","4","5","0","0","0.07",NA,NA,NA,"0",0.00510070752669992,0.00737904163608205,0.012442110829569
39,"DLIS-18","2030","2030","high","3","4","5","0","0","0.07",NA,NA,NA,"0",0.00516522065480462,0.00737904163608205,0.0125061479126153
39,"DLIS-18","2050","2050","high","4","4","5","0","0","0.07",NA,NA,NA,"0",0.00663037140044768,0.00737904163608205,0.0139604872499031
39,"DLIS-18","2012","2010","baseline","0","4","6","0","0","0.07",NA,NA,NA,"0",0.00420543044884832,0.00737904163608205,0.0115534400385507
39,"DLIS-18","2030","2030","nominal","1","4","6","0","0","0.07",NA,NA,NA,"0",0.00454964625089828,0.00737904163608205,0.0118951158578655
39,"DLIS-18","2050","2050","nominal","2","4","6","0","0","0.07",NA,NA,NA,"0",0.00510070752669992,0.00737904163608205,0.012442110829569
39,"DLIS-18","2030","2030","high","3","4","6","0","0","0.07",NA,NA,NA,"0",0.00516522065480462,0.00737904163608205,0.0125061479126153
39,"DLIS-18","2050","2050","high","4","4","6","0","0","0.07",NA,NA,NA,"0",0.00663037140044768,0.00737904163608205,0.0139604872499031
40,"DLIS-19 (GRIZZLY SLOUGH AREA)","2012","2010","baseline","0","4","4","0","0","0",NA,NA,NA,"0",0.00217539698270852,0.00725077749183798,0.00941040115506846
40,"DLIS-19 (GRIZZLY SLOUGH AREA)","2030","2030","nominal","1","4","4","0","0","0",NA,NA,NA,"0",0.00222970605904282,0.00725077749183798,0.00946431644837448
40,"DLIS-19 (GRIZZLY SLOUGH AREA)","2050","2050","nominal","2","4","4","0","0","0",NA,NA,NA,"0",0.00230854181501206,0.00725077749183798,0.00954258058381877
40,"DLIS-19 (GRIZZLY SLOUGH AREA)","2030","2030","high","3","4","4","0","0","0",NA,NA,NA,"0",0.00231730134345304,0.00725077749183798,0.0095512765988681
40,"DLIS-19 (GRIZZLY SLOUGH AREA)","2050","2050","high","4","4","4","0","0","0",NA,NA,NA,"0",0.00249599572364984,0.00725077749183798,0.00972867530587505
40,"DLIS-19 (GRIZZLY SLOUGH AREA)","2012","2010","baseline","0","4","5","0","0","0",NA,NA,NA,"0",0.00217539698270852,0.00725077749183798,0.00941040115506846
40,"DLIS-19 (GRIZZLY SLOUGH AREA)","2030","2030","nominal","1","4","5","0","0","0",NA,NA,NA,"0",0.00222970605904282,0.00725077749183798,0.00946431644837448
40,"DLIS-19 (GRIZZLY SLOUGH AREA)","2050","2050","nominal","2","4","5","0","0","0",NA,NA,NA,"0",0.00230854181501206,0.00725077749183798,0.00954258058381877
40,"DLIS-19 (GRIZZLY SLOUGH AREA)","2030","2030","high","3","4","5","0","0","0",NA,NA,NA,"0",0.00231730134345304,0.00725077749183798,0.0095512765988681
40,"DLIS-19 (GRIZZLY SLOUGH AREA)","2050","2050","high","4","4","5","0","0","0",NA,NA,NA,"0",0.00249599572364984,0.00725077749183798,0.00972867530587505
40,"DLIS-19 (GRIZZLY SLOUGH AREA)","2012","2010","baseline","0","4","6","0","0","0",NA,NA,NA,"0",0.00217539698270852,0.00725077749183798,0.00941040115506846
40,"DLIS-19 (GRIZZLY SLOUGH AREA)","2030","2030","nominal","1","4","6","0","0","0",NA,NA,NA,"0",0.00222970605904282,0.00725077749183798,0.00946431644837448
40,"DLIS-19 (GRIZZLY SLOUGH AREA)","2050","2050","nominal","2","4","6","0","0","0",NA,NA,NA,"0",0.00230854181501206,0.00725077749183798,0.00954258058381877
40,"DLIS-19 (GRIZZLY SLOUGH AREA)","2030","2030","high","3","4","6","0","0","0",NA,NA,NA,"0",0.00231730134345304,0.00725077749183798,0.0095512765988681
40,"DLIS-19 (GRIZZLY SLOUGH AREA)","2050","2050","high","4","4","6","0","0","0",NA,NA,NA,"0",0.00249599572364984,0.00725077749183798,0.00972867530587505
40,"DLIS-19 (GRIZZLY SLOUGH AREA)","2012","2010","baseline","0","4","4","0","0","0.07",NA,NA,NA,"0",0.00217539698270852,0.00725077749183798,0.00941040115506846
40,"DLIS-19 (GRIZZLY SLOUGH AREA)","2030","2030","nominal","1","4","4","0","0","0.07",NA,NA,NA,"0",0.00222970605904282,0.00725077749183798,0.00946431644837448
40,"DLIS-19 (GRIZZLY SLOUGH AREA)","2050","2050","nominal","2","4","4","0","0","0.07",NA,NA,NA,"0",0.00230854181501206,0.00725077749183798,0.00954258058381877
40,"DLIS-19 (GRIZZLY SLOUGH AREA)","2030","2030","high","3","4","4","0","0","0.07",NA,NA,NA,"0",0.00231730134345304,0.00725077749183798,0.0095512765988681
40,"DLIS-19 (GRIZZLY SLOUGH AREA)","2050","2050","high","4","4","4","0","0","0.07",NA,NA,NA,"0",0.00249599572364984,0.00725077749183798,0.00972867530587505
40,"DLIS-19 (GRIZZLY SLOUGH AREA)","2012","2010","baseline","0","4","5","0","0","0.07",NA,NA,NA,"0",0.00217539698270852,0.00725077749183798,0.00941040115506846
40,"DLIS-19 (GRIZZLY SLOUGH AREA)","2030","2030","nominal","1","4","5","0","0","0.07",NA,NA,NA,"0",0.00222970605904282,0.00725077749183798,0.00946431644837448
40,"DLIS-19 (GRIZZLY SLOUGH AREA)","2050","2050","nominal","2","4","5","0","0","0.07",NA,NA,NA,"0",0.00230854181501206,0.00725077749183798,0.00954258058381877
40,"DLIS-19 (GRIZZLY SLOUGH AREA)","2030","2030","high","3","4","5","0","0","0.07",NA,NA,NA,"0",0.00231730134345304,0.00725077749183798,0.0095512765988681
40,"DLIS-19 (GRIZZLY SLOUGH AREA)","2050","2050","high","4","4","5","0","0","0.07",NA,NA,NA,"0",0.00249599572364984,0.00725077749183798,0.00972867530587505
40,"DLIS-19 (GRIZZLY SLOUGH AREA)","2012","2010","baseline","0","4","6","0","0","0.07",NA,NA,NA,"0",0.00217539698270852,0.00725077749183798,0.00941040115506846
40,"DLIS-19 (GRIZZLY SLOUGH AREA)","2030","2030","nominal","1","4","6","0","0","0.07",NA,NA,NA,"0",0.00222970605904282,0.00725077749183798,0.00946431644837448
40,"DLIS-19 (GRIZZLY SLOUGH AREA)","2050","2050","nominal","2","4","6","0","0","0.07",NA,NA,NA,"0",0.00230854181501206,0.00725077749183798,0.00954258058381877
40,"DLIS-19 (GRIZZLY SLOUGH AREA)","2030","2030","high","3","4","6","0","0","0.07",NA,NA,NA,"0",0.00231730134345304,0.00725077749183798,0.0095512765988681
40,"DLIS-19 (GRIZZLY SLOUGH AREA)","2050","2050","high","4","4","6","0","0","0.07",NA,NA,NA,"0",0.00249599572364984,0.00725077749183798,0.00972867530587505
42,"DLIS-21","2012","2010","baseline","0","4","4","0","0","0",NA,NA,NA,"0",0,0.00974377368757761,0.00974377368757761
42,"DLIS-21","2030","2030","nominal","1","4","4","0","0","0",NA,NA,NA,"0",0,0.00974377368757761,0.00974377368757761
42,"DLIS-21","2050","2050","nominal","2","4","4","0","0","0",NA,NA,NA,"0",0,0.00974377368757761,0.00974377368757761
42,"DLIS-21","2030","2030","high","3","4","4","0","0","0",NA,NA,NA,"0",0,0.00974377368757761,0.00974377368757761
42,"DLIS-21","2050","2050","high","4","4","4","0","0","0",NA,NA,NA,"0",0,0.00974377368757761,0.00974377368757761
42,"DLIS-21","2012","2010","baseline","0","4","5","0","0","0",NA,NA,NA,"0",0,0.00974377368757761,0.00974377368757761
42,"DLIS-21","2030","2030","nominal","1","4","5","0","0","0",NA,NA,NA,"0",0,0.00974377368757761,0.00974377368757761
42,"DLIS-21","2050","2050","nominal","2","4","5","0","0","0",NA,NA,NA,"0",0,0.00974377368757761,0.00974377368757761
42,"DLIS-21","2030","2030","high","3","4","5","0","0","0",NA,NA,NA,"0",0,0.00974377368757761,0.00974377368757761
42,"DLIS-21","2050","2050","high","4","4","5","0","0","0",NA,NA,NA,"0",0,0.00974377368757761,0.00974377368757761
42,"DLIS-21","2012","2010","baseline","0","4","6","0","0","0",NA,NA,NA,"0",0,0.00974377368757761,0.00974377368757761
42,"DLIS-21","2030","2030","nominal","1","4","6","0","0","0",NA,NA,NA,"0",0,0.00974377368757761,0.00974377368757761
42,"DLIS-21","2050","2050","nominal","2","4","6","0","0","0",NA,NA,NA,"0",0,0.00974377368757761,0.00974377368757761
42,"DLIS-21","2030","2030","high","3","4","6","0","0","0",NA,NA,NA,"0",0,0.00974377368757761,0.00974377368757761
42,"DLIS-21","2050","2050","high","4","4","6","0","0","0",NA,NA,NA,"0",0,0.00974377368757761,0.00974377368757761
42,"DLIS-21","2012","2010","baseline","0","4","4","0","0","0.07",NA,NA,NA,"0",0,0.00974377368757761,0.00974377368757761
42,"DLIS-21","2030","2030","nominal","1","4","4","0","0","0.07",NA,NA,NA,"0",0,0.00974377368757761,0.00974377368757761
42,"DLIS-21","2050","2050","nominal","2","4","4","0","0","0.07",NA,NA,NA,"0",0,0.00974377368757761,0.00974377368757761
42,"DLIS-21","2030","2030","high","3","4","4","0","0","0.07",NA,NA,NA,"0",0,0.00974377368757761,0.00974377368757761
42,"DLIS-21","2050","2050","high","4","4","4","0","0","0.07",NA,NA,NA,"0",0,0.00974377368757761,0.00974377368757761
42,"DLIS-21","2012","2010","baseline","0","4","5","0","0","0.07",NA,NA,NA,"0",0,0.00974377368757761,0.00974377368757761
42,"DLIS-21","2030","2030","nominal","1","4","5","0","0","0.07",NA,NA,NA,"0",0,0.00974377368757761,0.00974377368757761
42,"DLIS-21","2050","2050","nominal","2","4","5","0","0","0.07",NA,NA,NA,"0",0,0.00974377368757761,0.00974377368757761
42,"DLIS-21","2030","2030","high","3","4","5","0","0","0.07",NA,NA,NA,"0",0,0.00974377368757761,0.00974377368757761
42,"DLIS-21","2050","2050","high","4","4","5","0","0","0.07",NA,NA,NA,"0",0,0.00974377368757761,0.00974377368757761
42,"DLIS-21","2012","2010","baseline","0","4","6","0","0","0.07",NA,NA,NA,"0",0,0.00974377368757761,0.00974377368757761
42,"DLIS-21","2030","2030","nominal","1","4","6","0","0","0.07",NA,NA,NA,"0",0,0.00974377368757761,0.00974377368757761
